,Training_paths
1930,/Serrated adenoma/label\aug2_GTXC2014129-2-400-001.png
1931,/Serrated adenoma/label\GTXC2014129-3-400-004.png
1932,/Serrated adenoma/label\aug4_GTxc2012521-2-400-001.png
1933,/Serrated adenoma/label\aug2_GTXC2014129-3-400-003.png
1934,/Serrated adenoma/label\aug3_GT2016855-1-400-002.png
1935,/Serrated adenoma/label\GT1815555-2-400-001.png
1936,/Serrated adenoma/label\aug4_GTXC2014129-4-400-001.png
1937,/Serrated adenoma/label\aug1_GTXC2015335-3-400-004.png
1938,/Serrated adenoma/label\aug4_GT2014848-1-400-002.png
1939,/Serrated adenoma/label\aug4_GT2013145-1-400-001.png
1940,/Serrated adenoma/label\aug1_GTXC2015335-3-400-002.png
1941,/Serrated adenoma/label\GTXC2014151-2-400-004.png
1942,/Serrated adenoma/label\aug1_GT2014783-1-400-001.png
1943,/Serrated adenoma/label\aug2_GTXC2014151-2-400-002.png
1944,/Serrated adenoma/label\aug3_GTXC2015335-3-400-004.png
1945,/Serrated adenoma/label\aug3_GT2100092-2-400-002.png
1946,/Serrated adenoma/label\aug3_GTXC2100732-1-400-005.png
1947,/Serrated adenoma/label\GT2100092-2-400-002.png
1948,/Serrated adenoma/label\aug4_GTxc2014069-2-400-001.png
1949,/Serrated adenoma/label\aug4_GTXC2014129-3-400-005.png
1950,/Serrated adenoma/label\GTXC2014129-3-400-005.png
1951,/Serrated adenoma/label\aug3_GTXC2014129-4-400-001.png
1952,/Serrated adenoma/label\GT2014783-1-400-002.png
1953,/Serrated adenoma/label\aug2_GT2014848-1-400-001.png
1954,/Serrated adenoma/label\GTXC2014129-4-400-005.png
1955,/Serrated adenoma/label\aug3_GTXC2014129-4-400-003.png
1956,/Serrated adenoma/label\aug2_GTXC2100732-1-400-004.png
1957,/Serrated adenoma/label\aug3_GTDC2102188-3-400-002.png
1958,/Serrated adenoma/label\aug4_GT2014783-1-400-003.png
1959,/Serrated adenoma/label\aug2_GTXC2014129-2-400-003.png
1960,/Serrated adenoma/label\aug1_GT2014783-1-400-002.png
1961,/Serrated adenoma/label\aug2_GTDC2102188-3-400-003.png
1962,/Serrated adenoma/label\aug2_GTDC2102188-2-400-001.png
1963,/Serrated adenoma/label\aug4_GTXC2100732-1-400-006.png
1964,/Serrated adenoma/label\aug4_GTDC2102188-3-400-003.png
1965,/Serrated adenoma/label\aug1_GTDC2102188-2-400-001.png
1966,/Serrated adenoma/label\aug4_GTXC2014129-3-400-002.png
1967,/Serrated adenoma/label\aug1_GT2014848-1-400-001.png
1968,/Serrated adenoma/label\GTXC2100732-1-400-002.png
1969,/Serrated adenoma/label\aug3_GTXC2015335-3-400-003.png
1970,/Serrated adenoma/label\aug2_GTXC2015335-3-400-002.png
1971,/Serrated adenoma/label\GTXC2015335-3-400-002.png
1972,/Serrated adenoma/label\aug2_GT2014848-1-400-002.png
1973,/Serrated adenoma/label\aug4_GTDC2102188-2-400-001.png
1974,/Serrated adenoma/label\aug2_GTXC2014151-2-400-005.png
1975,/Serrated adenoma/label\GTXC2014129-3-400-001.png
1976,/Serrated adenoma/label\aug4_GTXC2015335-3-400-001.png
1977,/Serrated adenoma/label\aug4_GTDC2102188-2-400-002.png
1978,/Serrated adenoma/label\aug1_GTXC2014129-3-400-001.png
1979,/Serrated adenoma/label\aug3_GTXC2014151-2-400-001.png
1980,/Serrated adenoma/label\GTXC2015335-3-400-001.png
1981,/Serrated adenoma/label\aug3_GTXC2100732-1-400-003.png
1982,/Serrated adenoma/label\aug4_GT2014848-1-400-001.png
1983,/Serrated adenoma/label\aug3_GTXC2014129-3-400-003.png
1984,/Serrated adenoma/label\GTDC2102188-2-400-003.png
1985,/Serrated adenoma/label\GTXC2100732-1-400-005.png
1986,/Serrated adenoma/label\aug1_GTXC2014151-2-400-004.png
1987,/Serrated adenoma/label\aug4_GTXC2014129-2-400-003.png
1988,/Serrated adenoma/label\aug4_GTXC2014151-2-400-001.png
1989,/Serrated adenoma/label\aug3_GTXC2014129-3-400-005.png
1990,/Serrated adenoma/label\aug2_GTXC2100732-1-400-003.png
1991,/Serrated adenoma/label\GTXC2100732-1-400-001.png
1992,/Serrated adenoma/label\aug3_GTXC2100732-1-400-001.png
1993,/Serrated adenoma/label\aug2_GTXC2014129-4-400-002.png
1994,/Serrated adenoma/label\aug3_GTDC2102188-2-400-005.png
1995,/Serrated adenoma/label\aug3_GTXC2100732-1-400-004.png
1996,/Serrated adenoma/label\aug3_GTxc2014069-2-400-003.png
1997,/Serrated adenoma/label\GT2014783-1-400-001.png
1998,/Serrated adenoma/label\aug1_GTXC2100732-1-400-005.png
1999,/Serrated adenoma/label\GTxc2012521-2-400-003.png
2000,/Serrated adenoma/label\aug2_GTDC2102188-3-400-001.png
2001,/Serrated adenoma/label\GT1815555-4-400-001.png
2002,/Serrated adenoma/label\aug2_GTDC2102188-2-400-004.png
2003,/Serrated adenoma/label\aug1_GTXC2100732-1-400-003.png
2004,/Serrated adenoma/label\GTXC2100732-1-400-007.png
2005,/Serrated adenoma/label\aug2_GTXC2100732-1-400-005.png
2006,/Serrated adenoma/label\aug1_GTXC2014129-2-400-003.png
2007,/Serrated adenoma/label\aug3_GTXC2014129-4-400-004.png
2008,/Serrated adenoma/label\GTXC2014151-2-400-002.png
2009,/Serrated adenoma/label\aug4_GTXC2014129-4-400-005.png
2010,/Serrated adenoma/label\GT2014848-1-400-002.png
2011,/Serrated adenoma/label\aug2_GTxc2014069-2-400-002.png
2012,/Serrated adenoma/label\aug3_GTXC2014129-3-400-002.png
2013,/Serrated adenoma/label\aug4_GTXC2014151-2-400-002.png
2014,/Serrated adenoma/label\aug1_GTxc2012521-2-400-002.png
2015,/Serrated adenoma/label\aug1_GTXC2014151-2-400-001.png
2016,/Serrated adenoma/label\aug1_GTXC2014129-3-400-003.png
2017,/Serrated adenoma/label\aug2_GTDC2102188-2-400-002.png
2018,/Serrated adenoma/label\GTxc2012521-2-400-002.png
2019,/Serrated adenoma/label\aug1_GTXC2014129-4-400-004.png
2020,/Serrated adenoma/label\GT2016855-1-400-001.png
2021,/Serrated adenoma/label\aug4_GTDC2102188-3-400-001.png
2022,/Serrated adenoma/label\aug4_GT2016855-1-400-002.png
2023,/Serrated adenoma/label\GTDC2102188-2-400-002.png
2024,/Serrated adenoma/label\aug1_GT1815555-4-400-001.png
2025,/Serrated adenoma/label\aug1_GTXC2014129-4-400-003.png
2026,/Serrated adenoma/label\aug2_GTXC2100732-1-400-008.png
2027,/Serrated adenoma/label\aug4_GTxc2012521-2-400-002.png
2028,/Serrated adenoma/label\aug2_GTDC2102188-3-400-002.png
2029,/Serrated adenoma/label\aug4_GTXC2100732-1-400-003.png
2030,/Serrated adenoma/label\aug4_GT2100092-2-400-002.png
2031,/Serrated adenoma/label\GTxc2014069-2-400-001.png
2032,/Serrated adenoma/label\GTXC2100732-1-400-008.png
2033,/Serrated adenoma/label\aug3_GT1815555-2-400-001.png
2034,/Serrated adenoma/label\aug3_GTDC2102188-2-400-004.png
2035,/Serrated adenoma/label\aug3_GTDC2102188-2-400-002.png
2036,/Serrated adenoma/label\aug2_GTxc2012521-2-400-003.png
2037,/Serrated adenoma/label\aug1_GT1815555-2-400-001.png
2038,/Serrated adenoma/label\GTXC2100732-1-400-006.png
2039,/Serrated adenoma/label\aug4_GT2014783-1-400-001.png
2040,/Serrated adenoma/label\aug4_GTXC2014129-2-400-001.png
2041,/Serrated adenoma/label\GTXC2014129-2-400-002.png
2042,/Serrated adenoma/label\aug2_GTXC2100732-1-400-002.png
2043,/Serrated adenoma/label\aug3_GTDC2102188-3-400-001.png
2044,/Serrated adenoma/label\aug4_GTXC2014129-3-400-003.png
2045,/Serrated adenoma/label\aug2_GTXC2014151-2-400-001.png
2046,/Serrated adenoma/label\aug2_GTDC2102188-2-400-003.png
2047,/Serrated adenoma/label\aug2_GTXC2014151-2-400-003.png
2048,/Serrated adenoma/label\aug1_GTXC2015335-3-400-003.png
2049,/Serrated adenoma/label\aug1_GTXC2014129-4-400-002.png
2050,/Serrated adenoma/label\aug3_GTXC2015335-3-400-002.png
2051,/Serrated adenoma/label\aug2_GT2014783-1-400-003.png
2052,/Serrated adenoma/label\aug4_GTxc2014069-2-400-004.png
2053,/Serrated adenoma/label\GTXC2014129-2-400-001.png
2054,/Serrated adenoma/label\aug3_GTDC2102188-2-400-003.png
2055,/Serrated adenoma/label\aug1_GTDC2102188-2-400-002.png
2056,/Serrated adenoma/label\aug1_GTXC2100732-1-400-006.png
2057,/Serrated adenoma/label\aug4_GTXC2014151-2-400-006.png
2058,/Serrated adenoma/label\aug1_GTXC2100732-1-400-002.png
